_id,champion_id,augment_id,win_rate,pick_rate,sample_size,tier,patch_version,updated_at
26_2018_26.12,26,2018,52.09,11.13,4554,S,26.12,2026-06-29T10:17:34.700Z
26_2031_26.12,26,2031,51.79,0.14,56,B,26.12,2026-06-29T10:17:34.700Z
26_2034_26.12,26,2034,53.09,0.59,243,A,26.12,2026-06-29T10:17:34.700Z
26_2043_26.12,26,2043,53.64,2.15,878,A,26.12,2026-06-29T10:17:34.700Z
26_2077_26.12,26,2077,50.37,13.77,5634,A,26.12,2026-06-29T10:17:34.700Z
26_2087_26.12,26,2087,56.55,23.46,9596,S,26.12,2026-06-29T10:17:34.700Z
26_2095_26.12,26,2095,54.15,1,410,A,26.12,2026-06-29T10:17:34.700Z
26_2100_26.12,26,2100,54.41,9.65,3946,S,26.12,2026-06-29T10:17:34.700Z
26_2116_26.12,26,2116,53.06,8.5,3479,A,26.12,2026-06-29T10:17:34.700Z
26_2132_26.12,26,2132,52.54,7.98,3266,A,26.12,2026-06-29T10:17:34.700Z
27_1006_26.12,27,1006,55.77,0.2,104,S,26.12,2026-06-29T10:17:34.700Z
27_1018_26.12,27,1018,50.95,5.39,2736,A,26.12,2026-06-29T10:17:34.700Z
27_1020_26.12,27,1020,51.25,1.03,521,A,26.12,2026-06-29T10:17:34.700Z
27_1026_26.12,27,1026,49.38,1.12,569,B,26.12,2026-06-29T10:17:34.700Z
27_1028_26.12,27,1028,55.63,1.54,782,S,26.12,2026-06-29T10:17:34.700Z
27_1038_26.12,27,1038,52.63,0.11,57,A,26.12,2026-06-29T10:17:34.700Z
27_1041_26.12,27,1041,48.11,16.28,8262,S,26.12,2026-06-29T10:17:34.700Z
27_1044_26.12,27,1044,50.78,24.58,12473,S,26.12,2026-06-29T10:17:34.700Z
27_1045_26.12,27,1045,52.47,27.01,13705,S,26.12,2026-06-29T10:17:34.700Z
27_1056_26.12,27,1056,49.29,10.59,5376,A,26.12,2026-06-29T10:17:34.700Z
27_1060_26.12,27,1060,54.05,1.82,925,S,26.12,2026-06-29T10:17:34.700Z
27_1062_26.12,27,1062,53.5,0.48,243,A,26.12,2026-06-29T10:17:34.700Z
27_1072_26.12,27,1072,53.23,0.61,310,A,26.12,2026-06-29T10:17:34.700Z
27_1084_26.12,27,1084,53,0.43,217,A,26.12,2026-06-29T10:17:34.700Z
27_1097_26.12,27,1097,50.68,6.51,3305,A,26.12,2026-06-29T10:17:34.700Z
27_1105_26.12,27,1105,51.64,1.02,519,A,26.12,2026-06-29T10:17:34.700Z
27_1136_26.12,27,1136,50.97,9.83,4987,S,26.12,2026-06-29T10:17:34.700Z
27_1150_26.12,27,1150,51.64,0.6,304,A,26.12,2026-06-29T10:17:34.700Z
27_1156_26.12,27,1156,51.33,3.11,1578,A,26.12,2026-06-29T10:17:34.700Z
27_1195_26.12,27,1195,57.95,1.08,547,S,26.12,2026-06-29T10:17:34.700Z
27_1204_26.12,27,1204,55.86,0.22,111,S,26.12,2026-06-29T10:17:34.700Z
27_1205_26.12,27,1205,49.42,0.68,346,B,26.12,2026-06-29T10:17:34.700Z
27_1238_26.12,27,1238,55.08,2.79,1416,S,26.12,2026-06-29T10:17:34.700Z
27_1305_26.12,27,1305,52.48,3.1,1574,A,26.12,2026-06-29T10:17:34.700Z
27_1308_26.12,27,1308,52.05,1.15,584,A,26.12,2026-06-29T10:17:34.700Z
27_1311_26.12,27,1311,51.12,2.83,1434,A,26.12,2026-06-29T10:17:34.700Z
27_1318_26.12,27,1318,54.12,4.76,2417,S,26.12,2026-06-29T10:17:34.700Z
27_1319_26.12,27,1319,54.76,0.41,210,S,26.12,2026-06-29T10:17:34.700Z
27_1323_26.12,27,1323,50.94,4.92,2499,A,26.12,2026-06-29T10:17:34.700Z
27_1332_26.12,27,1332,53.62,11.39,5778,S,26.12,2026-06-29T10:17:34.700Z
27_1333_26.12,27,1333,53.3,2.09,1060,A,26.12,2026-06-29T10:17:34.700Z
27_1344_26.12,27,1344,53.04,7.22,3665,S,26.12,2026-06-29T10:17:34.700Z
27_1345_26.12,27,1345,59.39,0.39,197,S,26.12,2026-06-29T10:17:34.700Z
27_1353_26.12,27,1353,49.61,20.46,10380,S,26.12,2026-06-29T10:17:34.700Z
27_1373_26.12,27,1373,53.38,1.49,755,A,26.12,2026-06-29T10:17:34.700Z
27_1375_26.12,27,1375,49.72,10.38,5269,A,26.12,2026-06-29T10:17:34.700Z
27_1388_26.12,27,1388,52.08,2.37,1202,A,26.12,2026-06-29T10:17:34.700Z
27_1389_26.12,27,1389,52.81,0.18,89,A,26.12,2026-06-29T10:17:34.700Z
27_1390_26.12,27,1390,52.26,13.3,6749,S,26.12,2026-06-29T10:17:34.700Z
27_1392_26.12,27,1392,50.49,0.41,206,B,26.12,2026-06-29T10:17:34.700Z
27_1403_26.12,27,1403,54.88,0.87,441,S,26.12,2026-06-29T10:17:34.700Z
27_1404_26.12,27,1404,49.8,0.49,247,B,26.12,2026-06-29T10:17:34.700Z
27_1413_26.12,27,1413,51.3,3.8,1926,A,26.12,2026-06-29T10:17:34.700Z
27_1416_26.12,27,1416,51.92,0.72,364,A,26.12,2026-06-29T10:17:34.700Z
27_1420_26.12,27,1420,55,0.75,380,S,26.12,2026-06-29T10:17:34.700Z
27_2026_26.12,27,2026,51.74,1.25,632,A,26.12,2026-06-29T10:17:34.700Z
27_2031_26.12,27,2031,55.56,0.16,81,S,26.12,2026-06-29T10:17:34.700Z
27_2034_26.12,27,2034,51.6,0.49,250,A,26.12,2026-06-29T10:17:34.700Z
27_2077_26.12,27,2077,51.38,5.99,3038,A,26.12,2026-06-29T10:17:34.700Z
27_2078_26.12,27,2078,54.84,6.37,3231,S,26.12,2026-06-29T10:17:34.700Z
27_2088_26.12,27,2088,52.58,0.84,426,A,26.12,2026-06-29T10:17:34.700Z
27_2091_26.12,27,2091,51.72,0.17,87,A,26.12,2026-06-29T10:17:34.700Z
27_2095_26.12,27,2095,54.13,0.91,460,A,26.12,2026-06-29T10:17:34.700Z
27_2098_26.12,27,2098,50.77,0.38,195,B,26.12,2026-06-29T10:17:34.700Z
27_2099_26.12,27,2099,52.43,0.2,103,A,26.12,2026-06-29T10:17:34.700Z
27_2102_26.12,27,2102,50.78,11.55,5861,S,26.12,2026-06-29T10:17:34.700Z
27_2115_26.12,27,2115,50.67,0.15,75,B,26.12,2026-06-29T10:17:34.700Z
27_2127_26.12,27,2127,52.05,1.73,876,A,26.12,2026-06-29T10:17:34.700Z
27_2132_26.12,27,2132,51.73,21.48,10899,S,26.12,2026-06-29T10:17:34.700Z
27_2137_26.12,27,2137,50.3,15.02,7620,S,26.12,2026-06-29T10:17:34.700Z
28_1006_26.12,28,1006,44.32,3.53,458,B,26.12,2026-06-29T10:17:34.700Z
28_1019_26.12,28,1019,45.65,8.95,1161,A,26.12,2026-06-29T10:17:34.700Z
28_1025_26.12,28,1025,46.29,1.35,175,B,26.12,2026-06-29T10:17:34.700Z
28_1026_26.12,28,1026,46.67,0.69,90,B,26.12,2026-06-29T10:17:34.700Z
28_1029_26.12,28,1029,45.36,6.9,895,A,26.12,2026-06-29T10:17:34.700Z
28_1030_26.12,28,1030,47.61,15.83,2054,S,26.12,2026-06-29T10:17:34.700Z
28_1034_26.12,28,1034,50.71,1.08,140,A,26.12,2026-06-29T10:17:34.700Z
28_1038_26.12,28,1038,49.07,0.83,108,A,26.12,2026-06-29T10:17:34.700Z
28_1046_26.12,28,1046,44.8,1.93,250,B,26.12,2026-06-29T10:17:34.700Z
28_1053_26.12,28,1053,53.41,0.68,88,S,26.12,2026-06-29T10:17:34.700Z
28_1057_26.12,28,1057,47.62,0.49,63,B,26.12,2026-06-29T10:17:34.700Z
28_1062_26.12,28,1062,48.75,0.62,80,A,26.12,2026-06-29T10:17:34.700Z
28_1072_26.12,28,1072,48.61,0.55,72,A,26.12,2026-06-29T10:17:34.700Z
28_1073_26.12,28,1073,49.58,16.57,2150,S,26.12,2026-06-29T10:17:34.700Z
28_1074_26.12,28,1074,46.15,0.5,65,B,26.12,2026-06-29T10:17:34.700Z
28_1088_26.12,28,1088,49.27,9.48,1230,S,26.12,2026-06-29T10:17:34.700Z
28_1097_26.12,28,1097,47.86,18.03,2340,S,26.12,2026-06-29T10:17:34.700Z
28_1105_26.12,28,1105,52.06,2.06,267,S,26.12,2026-06-29T10:17:34.700Z
28_1116_26.12,28,1116,49.46,1.42,184,A,26.12,2026-06-29T10:17:34.700Z
28_1133_26.12,28,1133,45.72,13.14,1706,A,26.12,2026-06-29T10:17:34.700Z
28_1150_26.12,28,1150,46.88,1.23,160,B,26.12,2026-06-29T10:17:34.700Z
28_1151_26.12,28,1151,51.02,1.89,245,A,26.12,2026-06-29T10:17:34.700Z
28_1156_26.12,28,1156,52.81,11.53,1496,S,26.12,2026-06-29T10:17:34.700Z
28_1180_26.12,28,1180,52.1,12.08,1568,S,26.12,2026-06-29T10:17:34.700Z
28_1195_26.12,28,1195,53.33,1.16,150,S,26.12,2026-06-29T10:17:34.700Z
28_1205_26.12,28,1205,45.02,1.93,251,B,26.12,2026-06-29T10:17:34.700Z
28_1243_26.12,28,1243,45.81,1.19,155,B,26.12,2026-06-29T10:17:34.700Z
28_1305_26.12,28,1305,46.91,1.87,243,B,26.12,2026-06-29T10:17:34.700Z
28_1315_26.12,28,1315,50,0.77,100,A,26.12,2026-06-29T10:17:34.700Z
28_1318_26.12,28,1318,46.73,6.6,856,A,26.12,2026-06-29T10:17:34.700Z
28_1325_26.12,28,1325,46.49,5.7,740,A,26.12,2026-06-29T10:17:34.700Z
28_1326_26.12,28,1326,45.42,15.3,1986,A,26.12,2026-06-29T10:17:34.700Z
28_1329_26.12,28,1329,49.64,1.06,137,A,26.12,2026-06-29T10:17:34.700Z
28_1332_26.12,28,1332,47.89,0.55,71,A,26.12,2026-06-29T10:17:34.700Z
28_1333_26.12,28,1333,46.01,1.26,163,B,26.12,2026-06-29T10:17:34.700Z
28_1335_26.12,28,1335,50.91,0.42,55,A,26.12,2026-06-29T10:17:34.700Z
28_1344_26.12,28,1344,48.72,3.61,468,A,26.12,2026-06-29T10:17:34.700Z
28_1373_26.12,28,1373,48.92,2.5,325,A,26.12,2026-06-29T10:17:34.700Z
28_1388_26.12,28,1388,47.84,5.52,717,A,26.12,2026-06-29T10:17:34.700Z
28_1390_26.12,28,1390,50.54,21.59,2802,S,26.12,2026-06-29T10:17:34.700Z
28_1402_26.12,28,1402,44.62,0.5,65,B,26.12,2026-06-29T10:17:34.700Z
28_1403_26.12,28,1403,51.27,1.82,236,A,26.12,2026-06-29T10:17:34.700Z
28_1404_26.12,28,1404,49.57,0.89,115,A,26.12,2026-06-29T10:17:34.700Z
28_1415_26.12,28,1415,56,1.35,175,S,26.12,2026-06-29T10:17:34.700Z
28_1416_26.12,28,1416,47.09,1.33,172,B,26.12,2026-06-29T10:17:34.700Z
28_1420_26.12,28,1420,52.63,0.44,57,S,26.12,2026-06-29T10:17:34.700Z
28_2026_26.12,28,2026,45.71,12.83,1665,A,26.12,2026-06-29T10:17:34.700Z
28_2043_26.12,28,2043,47.54,0.47,61,B,26.12,2026-06-29T10:17:34.700Z
28_2083_26.12,28,2083,50.96,8.45,1097,S,26.12,2026-06-29T10:17:34.700Z
28_2087_26.12,28,2087,44.7,5.09,660,B,26.12,2026-06-29T10:17:34.700Z
28_2088_26.12,28,2088,46.48,1.09,142,B,26.12,2026-06-29T10:17:34.700Z
28_2089_26.12,28,2089,54.55,0.68,88,S,26.12,2026-06-29T10:17:34.700Z
28_2095_26.12,28,2095,52.31,1,130,S,26.12,2026-06-29T10:17:34.700Z
28_2098_26.12,28,2098,47.96,5.67,736,A,26.12,2026-06-29T10:17:34.700Z
28_2099_26.12,28,2099,44.29,3.78,490,B,26.12,2026-06-29T10:17:34.700Z
28_2116_26.12,28,2116,45.38,9.51,1234,A,26.12,2026-06-29T10:17:34.700Z
28_2127_26.12,28,2127,44.94,1.9,247,B,26.12,2026-06-29T10:17:34.700Z
28_2132_26.12,28,2132,49.4,25.53,3314,S,26.12,2026-06-29T10:17:34.700Z
28_2136_26.12,28,2136,44.85,3.81,495,B,26.12,2026-06-29T10:17:34.700Z
28_2137_26.12,28,2137,51.85,0.62,81,A,26.12,2026-06-29T10:17:34.700Z
29_1007_26.12,29,1007,53.47,4.61,3331,S,26.12,2026-06-29T10:17:34.700Z
29_1011_26.12,29,1011,46.64,2.63,1904,B,26.12,2026-06-29T10:17:34.700Z
29_1020_26.12,29,1020,50.65,0.21,154,A,26.12,2026-06-29T10:17:34.700Z
29_1022_26.12,29,1022,50.4,20.48,14805,S,26.12,2026-06-29T10:17:34.700Z
29_1026_26.12,29,1026,52.2,0.22,159,A,26.12,2026-06-29T10:17:34.700Z
29_1028_26.12,29,1028,47.67,0.24,172,B,26.12,2026-06-29T10:17:34.700Z
29_1034_26.12,29,1034,47.66,0.15,107,B,26.12,2026-06-29T10:17:34.700Z
29_1041_26.12,29,1041,46.73,0.15,107,B,26.12,2026-06-29T10:17:34.700Z
29_1047_26.12,29,1047,47.47,7.81,5648,A,26.12,2026-06-29T10:17:34.700Z
29_1051_26.12,29,1051,50.83,8.44,6105,S,26.12,2026-06-29T10:17:34.700Z
29_1053_26.12,29,1053,57.32,0.23,164,S,26.12,2026-06-29T10:17:34.700Z
29_1058_26.12,29,1058,47.09,0.31,223,B,26.12,2026-06-29T10:17:34.700Z
29_1061_26.12,29,1061,51.81,0.11,83,A,26.12,2026-06-29T10:17:34.700Z
29_1062_26.12,29,1062,47.51,0.25,181,B,26.12,2026-06-29T10:17:34.700Z
29_1071_26.12,29,1071,49.76,28.37,20516,S,26.12,2026-06-29T10:17:34.700Z
29_1077_26.12,29,1077,50.33,2.53,1826,A,26.12,2026-06-29T10:17:34.700Z
29_1079_26.12,29,1079,50.39,0.71,514,A,26.12,2026-06-29T10:17:34.700Z
29_1081_26.12,29,1081,48.86,12.02,8690,S,26.12,2026-06-29T10:17:34.700Z
29_1087_26.12,29,1087,47.89,12.59,9106,A,26.12,2026-06-29T10:17:34.700Z
29_1097_26.12,29,1097,47.67,0.12,86,B,26.12,2026-06-29T10:17:34.700Z
29_1105_26.12,29,1105,49.79,0.33,237,A,26.12,2026-06-29T10:17:34.700Z
29_1112_26.12,29,1112,50.13,1.57,1135,A,26.12,2026-06-29T10:17:34.700Z
29_1115_26.12,29,1115,49.16,17.25,12469,S,26.12,2026-06-29T10:17:34.700Z
29_1134_26.12,29,1134,55.47,0.91,658,S,26.12,2026-06-29T10:17:34.700Z
29_1138_26.12,29,1138,51.05,0.46,333,A,26.12,2026-06-29T10:17:34.700Z
29_1154_26.12,29,1154,51.08,0.32,231,A,26.12,2026-06-29T10:17:34.700Z
29_1170_26.12,29,1170,46.68,8.5,6146,A,26.12,2026-06-29T10:17:34.700Z
29_1194_26.12,29,1194,52.71,4.5,3252,S,26.12,2026-06-29T10:17:34.700Z
29_1195_26.12,29,1195,49.47,12.21,8828,S,26.12,2026-06-29T10:17:34.700Z
29_1206_26.12,29,1206,49.69,1.58,1141,A,26.12,2026-06-29T10:17:34.700Z
29_1220_26.12,29,1220,49.62,11.55,8351,S,26.12,2026-06-29T10:17:34.700Z
29_1225_26.12,29,1225,54.18,22.52,16284,S,26.12,2026-06-29T10:17:34.700Z
29_1237_26.12,29,1237,49.77,0.6,436,A,26.12,2026-06-29T10:17:34.700Z
29_1238_26.12,29,1238,52.21,3,2170,S,26.12,2026-06-29T10:17:34.700Z
29_1301_26.12,29,1301,53.72,0.33,242,S,26.12,2026-06-29T10:17:34.700Z
29_1320_26.12,29,1320,49.07,8.66,6261,A,26.12,2026-06-29T10:17:34.700Z
29_1325_26.12,29,1325,50.41,0.17,121,A,26.12,2026-06-29T10:17:34.700Z
29_1328_26.12,29,1328,49.49,26.58,19218,S,26.12,2026-06-29T10:17:34.700Z
29_1333_26.12,29,1333,49.17,0.33,240,A,26.12,2026-06-29T10:17:34.700Z
29_1336_26.12,29,1336,53.14,28.16,20358,S,26.12,2026-06-29T10:17:34.700Z
29_1337_26.12,29,1337,55.32,0.26,188,S,26.12,2026-06-29T10:17:34.700Z
29_1353_26.12,29,1353,49.38,0.22,160,A,26.12,2026-06-29T10:17:34.700Z
29_1356_26.12,29,1356,58.49,3.53,2551,S,26.12,2026-06-29T10:17:34.700Z
29_1373_26.12,29,1373,51.43,1.3,943,A,26.12,2026-06-29T10:17:34.700Z
29_1389_26.12,29,1389,50.75,0.09,67,A,26.12,2026-06-29T10:17:34.700Z
29_1402_26.12,29,1402,50.54,0.26,186,A,26.12,2026-06-29T10:17:34.700Z
29_1403_26.12,29,1403,51.61,0.99,715,A,26.12,2026-06-29T10:17:34.700Z
29_1415_26.12,29,1415,47.86,8.31,6007,A,26.12,2026-06-29T10:17:34.700Z
29_1420_26.12,29,1420,52.41,0.26,187,A,26.12,2026-06-29T10:17:34.700Z
29_2009_26.12,29,2009,47.75,9.18,6639,A,26.12,2026-06-29T10:17:34.700Z
29_2010_26.12,29,2010,52.54,2.86,2065,S,26.12,2026-06-29T10:17:34.700Z
29_2043_26.12,29,2043,65.79,0.11,76,S,26.12,2026-06-29T10:17:34.700Z
29_2083_26.12,29,2083,50.94,2.86,2065,A,26.12,2026-06-29T10:17:34.700Z
29_2089_26.12,29,2089,51.85,0.26,189,A,26.12,2026-06-29T10:17:34.700Z
29_2095_26.12,29,2095,55.92,0.58,422,S,26.12,2026-06-29T10:17:34.700Z
29_2096_26.12,29,2096,49.49,25.03,18101,S,26.12,2026-06-29T10:17:34.700Z
29_2125_26.12,29,2125,48.25,0.63,458,B,26.12,2026-06-29T10:17:34.700Z
29_2127_26.12,29,2127,49.76,0.58,422,A,26.12,2026-06-29T10:17:34.700Z
29_2137_26.12,29,2137,50,0.17,126,A,26.12,2026-06-29T10:17:34.700Z
29_12317_26.12,29,12317,46.7,0.29,212,B,26.12,2026-06-29T10:17:34.700Z
30_1004_26.12,30,1004,52,0.18,125,A,26.12,2026-06-29T10:17:34.700Z
30_1006_26.12,30,1006,51.09,0.13,92,B,26.12,2026-06-29T10:17:34.700Z
30_1025_26.12,30,1025,53.53,2.86,1971,A,26.12,2026-06-29T10:17:34.700Z
30_1028_26.12,30,1028,54.12,1.59,1092,S,26.12,2026-06-29T10:17:34.700Z
30_1030_26.12,30,1030,54.36,26.74,18401,S,26.12,2026-06-29T10:17:34.700Z
30_1038_26.12,30,1038,53.61,0.8,554,A,26.12,2026-06-29T10:17:34.700Z
30_1041_26.12,30,1041,55.82,0.42,292,S,26.12,2026-06-29T10:17:34.700Z
30_1044_26.12,30,1044,52.23,7.11,4890,A,26.12,2026-06-29T10:17:34.700Z
30_1045_26.12,30,1045,52.65,13.63,9377,S,26.12,2026-06-29T10:17:34.700Z
30_1046_26.12,30,1046,50.43,2.56,1763,B,26.12,2026-06-29T10:17:34.700Z
30_1051_26.12,30,1051,50.78,0.19,128,B,26.12,2026-06-29T10:17:34.700Z
30_1053_26.12,30,1053,54.23,0.38,260,A,26.12,2026-06-29T10:17:34.700Z
30_1056_26.12,30,1056,51.85,2.95,2029,A,26.12,2026-06-29T10:17:34.700Z
30_1057_26.12,30,1057,50.68,0.21,146,B,26.12,2026-06-29T10:17:34.700Z
30_1061_26.12,30,1061,51.66,3.11,2137,A,26.12,2026-06-29T10:17:34.700Z
30_1062_26.12,30,1062,54.21,0.4,273,A,26.12,2026-06-29T10:17:34.700Z
30_1068_26.12,30,1068,51.57,3.89,2678,A,26.12,2026-06-29T10:17:34.700Z
30_1088_26.12,30,1088,53.39,23.49,16166,S,26.12,2026-06-29T10:17:34.700Z
30_1097_26.12,30,1097,51.02,24.25,16687,S,26.12,2026-06-29T10:17:34.700Z
30_1098_26.12,30,1098,51.72,4.41,3032,A,26.12,2026-06-29T10:17:34.700Z
30_1105_26.12,30,1105,53.03,0.58,396,A,26.12,2026-06-29T10:17:34.700Z
30_1133_26.12,30,1133,51.43,27.93,19219,S,26.12,2026-06-29T10:17:34.700Z
30_1138_26.12,30,1138,51.2,0.54,375,B,26.12,2026-06-29T10:17:34.700Z
30_1154_26.12,30,1154,50.39,0.18,127,B,26.12,2026-06-29T10:17:34.700Z
30_1156_26.12,30,1156,51.62,8.02,5517,A,26.12,2026-06-29T10:17:34.700Z
30_1170_26.12,30,1170,51.67,0.09,60,A,26.12,2026-06-29T10:17:34.700Z
30_1180_26.12,30,1180,52.67,5.91,4067,A,26.12,2026-06-29T10:17:34.700Z
30_1195_26.12,30,1195,55.1,0.67,461,S,26.12,2026-06-29T10:17:34.700Z
30_1204_26.12,30,1204,50.41,0.18,123,B,26.12,2026-06-29T10:17:34.700Z
30_1205_26.12,30,1205,51.51,3.14,2159,A,26.12,2026-06-29T10:17:34.700Z
30_1211_26.12,30,1211,50.97,24.99,17201,S,26.12,2026-06-29T10:17:34.700Z
30_1237_26.12,30,1237,51.31,3.49,2403,A,26.12,2026-06-29T10:17:34.700Z
30_1238_26.12,30,1238,50.43,4.69,3226,A,26.12,2026-06-29T10:17:34.700Z
30_1308_26.12,30,1308,54.57,0.97,667,S,26.12,2026-06-29T10:17:34.700Z
30_1311_26.12,30,1311,49.76,10.31,7098,A,26.12,2026-06-29T10:17:34.700Z
30_1318_26.12,30,1318,49.44,7.7,5301,A,26.12,2026-06-29T10:17:34.700Z
30_1329_26.12,30,1329,50.86,0.59,405,B,26.12,2026-06-29T10:17:34.700Z
30_1333_26.12,30,1333,54.17,0.56,384,A,26.12,2026-06-29T10:17:34.700Z
30_1335_26.12,30,1335,65.22,0.2,138,S,26.12,2026-06-29T10:17:34.700Z
30_1353_26.12,30,1353,54.59,0.28,196,S,26.12,2026-06-29T10:17:34.700Z
30_1384_26.12,30,1384,50.53,2.06,1415,B,26.12,2026-06-29T10:17:34.700Z
30_1388_26.12,30,1388,51.79,11.45,7880,S,26.12,2026-06-29T10:17:34.700Z
30_1389_26.12,30,1389,52.56,0.31,215,A,26.12,2026-06-29T10:17:34.700Z
30_1390_26.12,30,1390,53.98,24.03,16540,S,26.12,2026-06-29T10:17:34.700Z
30_1402_26.12,30,1402,55.34,0.38,262,S,26.12,2026-06-29T10:17:34.700Z
30_1415_26.12,30,1415,53.5,2.78,1912,A,26.12,2026-06-29T10:17:34.700Z
30_1420_26.12,30,1420,50.31,0.46,320,B,26.12,2026-06-29T10:17:34.700Z
30_2006_26.12,30,2006,51.46,0.55,377,A,26.12,2026-06-29T10:17:34.700Z
30_2018_26.12,30,2018,52.37,14.02,9646,S,26.12,2026-06-29T10:17:34.700Z
30_2031_26.12,30,2031,60.47,0.25,172,S,26.12,2026-06-29T10:17:34.700Z
30_2043_26.12,30,2043,57.63,0.17,118,S,26.12,2026-06-29T10:17:34.700Z
30_2080_26.12,30,2080,54.17,0.14,96,A,26.12,2026-06-29T10:17:34.700Z
30_2095_26.12,30,2095,51.97,0.88,608,A,26.12,2026-06-29T10:17:34.700Z
30_2103_26.12,30,2103,49.94,16.09,11073,A,26.12,2026-06-29T10:17:34.700Z
30_2116_26.12,30,2116,52.08,6.82,4693,A,26.12,2026-06-29T10:17:34.700Z
30_2119_26.12,30,2119,49.74,0.27,189,B,26.12,2026-06-29T10:17:34.700Z
30_2127_26.12,30,2127,54.06,3.51,2414,S,26.12,2026-06-29T10:17:34.700Z
30_2128_26.12,30,2128,51.66,3.54,2439,A,26.12,2026-06-29T10:17:34.700Z
30_2132_26.12,30,2132,51.92,9.39,6462,S,26.12,2026-06-29T10:17:34.700Z
30_12317_26.12,30,12317,49.89,0.63,435,B,26.12,2026-06-29T10:17:34.700Z
31_1013_26.12,31,1013,48.1,19.12,12943,S,26.12,2026-06-29T10:17:34.700Z
31_1020_26.12,31,1020,48.85,13.57,9183,S,26.12,2026-06-29T10:17:34.700Z
31_1022_26.12,31,1022,47.78,0.3,203,A,26.12,2026-06-29T10:17:34.700Z
31_1025_26.12,31,1025,46.55,1.05,711,B,26.12,2026-06-29T10:17:34.700Z
31_1041_26.12,31,1041,48.6,21.78,14742,S,26.12,2026-06-29T10:17:34.700Z
31_1046_26.12,31,1046,47.7,0.68,457,A,26.12,2026-06-29T10:17:34.700Z
31_1053_26.12,31,1053,50,0.47,318,A,26.12,2026-06-29T10:17:34.700Z
31_1056_26.12,31,1056,44.81,6.68,4521,A,26.12,2026-06-29T10:17:34.700Z
31_1057_26.12,31,1057,46.77,0.8,541,A,26.12,2026-06-29T10:17:34.700Z
31_1060_26.12,31,1060,47.37,1.63,1102,A,26.12,2026-06-29T10:17:34.700Z
31_1061_26.12,31,1061,51.92,0.15,104,S,26.12,2026-06-29T10:17:34.700Z
31_1062_26.12,31,1062,48.07,0.42,285,A,26.12,2026-06-29T10:17:34.700Z
31_1072_26.12,31,1072,50.36,0.2,137,S,26.12,2026-06-29T10:17:34.700Z
31_1103_26.12,31,1103,46.98,1.2,811,A,26.12,2026-06-29T10:17:34.700Z
31_1105_26.12,31,1105,50.28,0.53,356,S,26.12,2026-06-29T10:17:34.700Z
31_1129_26.12,31,1129,47.7,0.26,174,A,26.12,2026-06-29T10:17:34.700Z
31_1136_26.12,31,1136,44.83,9.56,6469,A,26.12,2026-06-29T10:17:34.700Z
31_1138_26.12,31,1138,45.69,4.37,2961,A,26.12,2026-06-29T10:17:34.700Z
31_1152_26.12,31,1152,50.3,18.96,12834,S,26.12,2026-06-29T10:17:34.700Z
31_1181_26.12,31,1181,50.15,26.41,17878,S,26.12,2026-06-29T10:17:34.700Z
31_1204_26.12,31,1204,60.37,0.95,646,S,26.12,2026-06-29T10:17:34.700Z
31_1243_26.12,31,1243,48.17,0.64,436,A,26.12,2026-06-29T10:17:34.700Z
31_1305_26.12,31,1305,49.39,1.57,1063,A,26.12,2026-06-29T10:17:34.700Z
31_1308_26.12,31,1308,50,0.64,436,S,26.12,2026-06-29T10:17:34.700Z
31_1319_26.12,31,1319,50.06,10.23,6925,S,26.12,2026-06-29T10:17:34.700Z
31_1322_26.12,31,1322,53.26,0.14,92,S,26.12,2026-06-29T10:17:34.700Z
31_1326_26.12,31,1326,51.81,0.12,83,S,26.12,2026-06-29T10:17:34.700Z
31_1329_26.12,31,1329,49.24,0.58,396,A,26.12,2026-06-29T10:17:34.700Z
31_1332_26.12,31,1332,45.1,1.67,1133,B,26.12,2026-06-29T10:17:34.700Z
31_1333_26.12,31,1333,49.63,1.2,814,A,26.12,2026-06-29T10:17:34.700Z
31_1335_26.12,31,1335,51.85,0.08,54,S,26.12,2026-06-29T10:17:34.700Z
31_1337_26.12,31,1337,47.52,0.21,141,A,26.12,2026-06-29T10:17:34.700Z
31_1345_26.12,31,1345,47.21,0.5,341,A,26.12,2026-06-29T10:17:34.700Z
31_1353_26.12,31,1353,49.67,33.04,22367,S,26.12,2026-06-29T10:17:34.700Z
31_1358_26.12,31,1358,50.91,0.57,385,S,26.12,2026-06-29T10:17:34.700Z
31_1361_26.12,31,1361,55.92,7.75,5245,S,26.12,2026-06-29T10:17:34.700Z
31_1375_26.12,31,1375,44.71,17.96,12158,S,26.12,2026-06-29T10:17:34.700Z
31_1388_26.12,31,1388,48.07,4.45,3012,A,26.12,2026-06-29T10:17:34.700Z
31_1389_26.12,31,1389,56.36,0.08,55,S,26.12,2026-06-29T10:17:34.700Z
31_1392_26.12,31,1392,46.45,0.23,155,B,26.12,2026-06-29T10:17:34.700Z
31_1401_26.12,31,1401,49.8,1.13,763,A,26.12,2026-06-29T10:17:34.700Z
31_1402_26.12,31,1402,52.38,0.22,147,S,26.12,2026-06-29T10:17:34.700Z
31_1403_26.12,31,1403,47.95,0.79,536,A,26.12,2026-06-29T10:17:34.700Z
31_1404_26.12,31,1404,47.39,0.79,536,A,26.12,2026-06-29T10:17:34.700Z
